YEAR_MONTH_NBR,MONTH_END,CHANNEL_GROUP,SALES_CHANNEL_NM,RELEASE_INDICATOR,NRPA_NET_REV_RSTRT_TGT,NRPA_NET_REV_NEWCONN_TGT,NRPA_NET_REV_DWNTR_TGT,NRPA_NET_REV_DWNGRD_TGT,NRPA_NET_REV_DISC_TGT,NRPA_NET_REV_UPTR_TGT,NRPA_NET_REV_UPGD_TGT,NRPA_NET_REV_TRANS_TGT,ACCT_CHG_DISC_TGT,ACCT_CHG_DWNGRD_TGT,ACCT_CHG_DWNTR_TGT,ACCT_CHG_NEWCONN_TGT,ACCT_CHG_RSTRT_TGT,ACCT_CHG_UPGD_TGT,ACCT_CHG_UPTR_TGT,ACCT_CHG_TRANS_TGT,BASIC_SELLIN_CONN_TGT,DATA_SELLIN_CONN_TGT,HL_SELLIN_CONN_TGT,COMPL_PSU_CONN_TARGET,COMPL_PSU_DISC_TARGET,SELLIN_CUST_TGT
202301,2023-01-31 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,14784.2537958725,,
202301,2023-01-31 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,41536.7130455466,,
202301,2023-01-31 00:00:00,Lead Referral,,2024LRP,17903.7785674579,205893.453525765,-13127.3755770293,-7064.75215213564,-153303.519369551,56357.604154364,7293.05487116732,249.156161148315,1703.37243743946,244.743454036211,283.221747854836,3580.4820959239,228.541410378121,276.179205386871,1071.86307515916,133.630064975544,2849.28920951645,,,1025.42416386638,-809.482526741486,
202301,2023-01-31 00:00:00,Other,,2024LRP,2774.88510973779,31911.1787619845,-85250.8191524204,-52237.1753843353,-102514.556225575,145293.341384304,9671.8128735278,-83389.4908111667,1116.36875686148,1328.27539136741,3441.21,470.843760026747,30.0538570229839,271.903985489241,4843.11137947681,390.817576963652,445.857597006692,,,901.79281683704,-37637.5450594233,
202301,2023-01-31 00:00:00,Sales Operations,,2024LRP,467.650075450318,5377.97586767865,-16285.3484012845,-28659.5281730544,-97680.9738552741,82393.8999913993,136.807036724147,-45694.1109838811,1161.8729181466,453.085191807542,688.23016117842,60.2847669716983,3.84796384925734,3.42017591810366,6623.85077060013,2.68603145679486,34.6780918150351,,,31.3672201002362,-3417.93999266736,
202301,2023-01-31 00:00:00,Inbound,,2024LRP,183112.37380969,2105792.29881144,-34483.7392226065,-3787.94710443133,-194570.376478851,325498.31855,232469.597961243,-28049.3852459763,2026.77475498803,288.115711713514,1376.484,23357.3534640205,1490.89490195876,3760.03024864583,11224.07995,14024.6926229881,7774.58819779349,,,42209.0880617734,-14058.0165162124,
202301,2023-01-31 00:00:00,Retail,,2024LRP,126458.792396356,1454276.11255809,-523424.437531869,-585136.645012253,-2099862.4836,290244.212652325,88897.4518756648,-921.061783547067,18495.0753460123,8036.29072410723,18303.1753792414,19037.9136195983,1215.18597571904,7255.80060497938,10173.5193314787,3246.4783667306,9789.10071806408,,,34213.1666666667,-42266.7871948202,
202301,2023-01-31 00:00:00,Retention,,2024LRP,14754.0391891228,169671.450674912,-2389970.97531429,-1112704.73744864,-4650359.99806589,809689.392744272,30691.8036450827,-10908.6452539081,43461.3083931392,14265.4453519056,76733.632206584,1770.9233024,113.0376576,2046.12024300552,20359.4801656458,1212.07169487868,615.490234861629,,,6685.72,-79900.1235600491,
202301,2023-01-31 00:00:00,Outbound,,2024LRP,966.056832803834,11109.6535772441,-25269.460911335,-3790.88247687056,-10948.5893982201,3748.23283951362,3971.51682654177,172.949728315225,94.0419333225702,61.1858635090528,1376.484,194.931366924692,12.4424276760442,157.328092232768,149.929313580545,6.04357077778844,34.2398576853396,,,597.82231249862,-165.596761656449,
202301,2023-01-31 00:00:00,Online,Cox.com,2024LRP,220660.474881267,2537595.46113458,-738420.47081349,-325194.345,-360085.812267261,659496.4258,125330.7952776,-21568.9932111641,3758.037,4645.63349999999,27529.68,37509.370558,2394.215142,1892.6655,19396.9537,7189.66440372135,4063.73354866094,,,,-21738.5704931994,
202301,2023-01-31 00:00:00,Field Sales,,2024LRP,23223.381587063,267068.888251225,-25285.5092422298,-26402.1506580874,-139515.767582449,17922.4712352533,6523.98556378273,643.976041766567,679.559144631902,281.888694718416,679.074805823294,1490.20861380756,95.1196987536744,234.863480296178,280.525636725703,231.831375035964,800.374137466551,,,3509.7632161831,-4367.01154311869,
202301,2023-01-31 00:00:00,Care,,2024LRP,5091.50204917805,58552.2735655476,-112555.628004241,-45145.695078406,-50115.2496286729,568215.293893034,7362.69820329971,228.265668277069,357.966068776235,604.888093678104,5505.936,529.201232489099,33.7788020737722,110.300673358843,33424.4290525315,25.5172988395511,294.248666701211,,,776.165255204999,-1593.38172273177,
202301,2023-01-31 00:00:00,Field Sales,,2024LRP,35593.2838406239,409322.764167176,-6332.64938810559,-5305.35651945584,-73086.5086480868,15730.7414012009,28505.2680797595,1297.35319363192,803.148446682274,106.107130389117,244.668979318016,5028.17768403583,320.947511746968,602.80600556577,582.620051896328,1297.35319363192,2259.78532190023,,,7348,-2815.54462937992,
202301,2023-01-31 00:00:00,Retail,,2024LRP,10996.4167301179,126458.792396355,-42906.4728288582,-49142.3169575873,-177379.3464,25238.6271871587,7730.21320657953,-80.0923290040927,1503.2148,655.230892767831,1486.60272,1425.10033580158,90.9638512213778,594.631785121502,841.287572905289,246.4638,,,,3576.64,,
202302,2023-02-28 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,13636.2769532892,,
202302,2023-02-28 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,38311.444773527,,
202302,2023-02-28 00:00:00,Lead Referral,,2024LRP,12540.08,144210.92,-11884.6528728954,-10516.8010930779,-166981.355412577,45424.1133287572,8290.72545284003,661.836064159092,1614.90672546012,226.41121836551,262.007338467713,3224.2,205.8,255.492309794762,991.576366050147,134.778747482497,2575.97320448601,,,947.527927657796,-766.079032923676,
202302,2023-02-28 00:00:00,Other,,2024LRP,2164.8,24895.2,-254676,-73726.9442082625,-126960,89606.870379869,5030.74640958108,-82777.1784789488,1058,1228.78240347104,3183.45,423.940000000001,27.06,251.537320479054,4480.34351899345,394.177040375947,422.594854299478,,,833.288222595102,-35619.464495189,
202302,2023-02-28 00:00:00,Sales Operations,,2024LRP,437.140826739927,5027.11950750916,-15228.9783795849,-36738.2652673927,-100514.641890337,57477.8129671122,134.975875366496,-16354.9607749113,1101.53032208589,419.147350455137,636.679047952157,54.52,3.48,3.16399145256672,6127.69861056634,2.70912055241201,31.3752767966733,,,28.9844126023889,-3234.67410064304,
202302,2023-02-28 00:00:00,Inbound,,2024LRP,163699.339444703,1882542.40361409,-33454.8477844701,-4673.76294196927,-185111.158292904,316588.4253475,229817.185889282,-39464.585276228,1921.51294155204,266.534725417625,1273.38,21031.56,1342.44,3478.38937322964,10383.35275,13655.5658395253,7205.82992228548,,,39044.074547166,-13304.2423298711,
202302,2023-02-28 00:00:00,Retail,,2024LRP,111221.762874354,1279050.27305507,-616595.097433681,-562794.52996606,-2145135.38255206,237407.854404897,63798.3524892393,2214.2320760805,17299.4788915489,7034.93162457574,16664.7323630725,15557.8061163531,993.051454235302,7088.7058321377,9131.07132326527,3163.18868011499,8962.28661851868,,,31453.3666666667,-40000.4921531053,
202302,2023-02-28 00:00:00,Retention,,2024LRP,13025.28,149790.72,-3098090.16,-1226450,-4495476.53,913448.999999999,17661.69,-12220,41204,12910,69714,1594.24,101.76,1893,18834,1222,580.261582402924,,,6177.84,-75615.9736192952,
202302,2023-02-28 00:00:00,Outbound,,2024LRP,470.342399999999,5408.9376,-53481.96,-2882.78083783885,-10485.98,1683.80616878375,1030.44873627193,279.171850654473,89,56.6028045913774,1273.38,175.78,11.22,145.543606818069,138.699025435235,6.09552124292702,30.9347712930291,,,552.408804892588,-156.717659534581,
202302,2023-02-28 00:00:00,Online,Cox.com,2024LRP,198684.64,2284873.36,-717265.000000001,-320892,-341385,616953,115943,-23223,3562.861,4584.168,26740.98,33774.2,2155.8,1750.8975,18145.665,7741.14955704134,3768.39694797754,,,,-20572.9741043462,
202302,2023-02-28 00:00:00,Field Sales,,2024LRP,9762.048,112263.552,-12600,-15042.24,-44692.56,4038.06,14239.54,2555.4465195616,513,216,360,2707.2,172.8,238,167,315,731.711073417668,,,3497.67456348013,-4132.85755924327,
202302,2023-02-28 00:00:00,Care,,2024LRP,4145.63759999999,47674.8324,-125096.8512,-39360.8308321747,-49048.0204719862,439284.430501253,6603.9462396263,-46.7517379466031,339.374877300614,559.579625137541,5093.51999999999,476.58,30.42,102.038724345277,30719.1909441436,25.7366452479141,266.324437108998,,,717.203945157088,-1507.94648297386,
202302,2023-02-28 00:00:00,Field Sales,,2024LRP,26376.9912,303335.3988,-73773.6,-27101.28,-139402,31746,44286,-2650.24385725748,1483,430.999999999999,1180,3813.58,243.42,670.999999999999,813.999999999999,1212,2082.4517688977,,,7065,-2664.57846287478,
202302,2023-02-28 00:00:00,Retail,,2024LRP,9828.28799999998,113025.312,-47124,-62342.1601371069,-157626.21,22437.6183871079,929.346751406159,-497.178035559505,1407,904.820901844802,1386,1283.1376,81.9024,153.10490138487,1068.45801843371,107,,,,3363.04,,
202303,2023-03-31 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,15500.8320011927,,
202303,2023-03-31 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,43549.9565747794,,
202303,2023-03-31 00:00:00,Lead Referral,,2024LRP,10993.8265933871,126429.005823952,-14699.6493441626,-10413.2068311382,-188784.518180155,56058.9362267411,8477.61751779059,833.271749647672,1876.07448094931,262.025938781634,303.221365642976,3672.58,234.42,295.68151617552,1147.5523609812,163.312020955212,2941.81823782625,,,1086.36322933538,-871.652583903785,
202303,2023-03-31 00:00:00,Other,,2024LRP,4278.0901462094,49198.036681408,-175122.357343709,-60125.0141399833,-128909.113756018,177512.426485542,8673.00454152457,-86912.5085061512,1229.55549241201,1422.07115509653,2947.368,483.16,30.84,291.10440292203,5185.1062200163,477.626111537355,495.728746057062,,,955.384699534145,-40528.1921709948,
202303,2023-03-31 00:00:00,Sales Operations,,2024LRP,514.577708615385,5917.64364907692,-18240.6737401698,-41122.9047765827,-108680.649102742,80632.7490616472,182.719174788385,-25524.8597619557,1279.67324346141,485.079665149545,736.829325183627,62.04,3.96,3.66169060279283,7091.59198292249,3.28265368754196,35.8471650388708,,,33.2313160974102,-3680.44538061787,
202303,2023-03-31 00:00:00,Inbound,,2024LRP,178562.036,2053463.414,-42589.4676,-5521.45038341502,-219230.844957319,354491.616025,257634.793201014,-88934.0966101869,2232.26601117318,308.460915274582,1473.684,23005.56,1468.44,4025.54364376584,12016.66495,16199.289000034,8357.08306822184,,,44099.0918765395,-15137.7034291834,
202303,2023-03-31 00:00:00,Retail,,2024LRP,125206.4,1439873.6,-695632.736444776,-664131.182731337,-2348762.61175127,287250.560882523,58562.2419402852,-1707.78877226473,19095.6309898477,8099.1607650163,18306.1246432836,16717.9,1067.1,7320.28024253565,10638.9096623157,3415.57754452946,10267.7999241201,,,36792.7989459167,-45512.9703910733,
202303,2023-03-31 00:00:00,Retention,,2024LRP,15464,177836,-3502800,-1143611.3474486,-4614941,980872.140598317,15334.2448218457,-36736.1774172821,41204,13946.4798469341,84000.0000000001,1817.02,115.98,2190.60640312081,21797.1586799626,1481.29747650331,678.683052437034,,,7083.04,-86036.6306308056,
202303,2023-03-31 00:00:00,Outbound,,2024LRP,548.093254438735,6303.07242604546,-52511.4456704179,-3177.35031061547,-11288.5050213084,2264.39710061535,1151.65412585149,285.04808658167,103.576685502099,65.5064846954087,1473.684,200.22,12.78,168.43776772847,160.516526566696,7.38597079696942,35.314304020572,,,633.349789150641,-178.314960997348,
202303,2023-03-31 00:00:00,Online,Cox.com,2024LRP,214647.572139777,2468447.07960744,-1302206.77180458,-466066.813603682,-382166.295465772,789363.017208407,138406.856550327,-38096.8391326358,4139.058,6299.9991,36842.1,38477.96,2456.04,2026.3155,21233.3303,9727.20830378298,4371.6120657786,,,,-23408.1410219533,
202303,2023-03-31 00:00:00,Field Sales,,2024LRP,11896.56,136810.44,-12793.8616102294,-17230.1098499643,-66486.3535816697,6505.92880586395,21950.0627060348,2643.73957738758,755.526745246246,263.296196497247,441.167641732049,3409.38,217.62,304.852694953812,232.354600209427,434.847254608945,841.085023619063,,,4058.47031435398,-4702.40773549482,
202303,2023-03-31 00:00:00,Care,,2024LRP,4875.94186424097,56073.3314387712,-133690.375101714,-45194.8991716375,-56488.0940857648,660660.919050143,7940.26118408197,-337.77036826002,394.259641588634,647.602082874863,5894.736,543.319999999999,34.6800000000001,118.089521940069,35318.0183682603,31.1852100316486,304.351024451344,,,822.291323780718,-1715.75698039466,
202303,2023-03-31 00:00:00,Field Sales,,2024LRP,41833.1199999999,481080.879999999,-101216.461803096,-42580.8636818674,-205353.572813184,50252.4911602939,73363.6768972953,-6358.71452979771,2208.1029334751,688.620821608184,1840.29930551083,5994.38,382.62,1038.98775627116,1225.67051610473,1937.69069806201,2404.72254489501,,,8084,-3031.78471458123,
202303,2023-03-31 00:00:00,Retail,,2024LRP,11217.6,129002.4,-60367.1555552238,-51558.2011615145,-185560.445177665,13015.2924858739,637.488859983851,-3844.80531017598,1599.65901015228,669.587028071617,1588.60935671642,1464.52,93.48,637.488859983851,619.77583266066,349.527755470544,,,,3882.08,,
202304,2023-04-30 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,15089.9879293914,,
202304,2023-04-30 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,42395.6803730521,,
202304,2023-04-30 00:00:00,Lead Referral,,2024LRP,7272.1789862866,83630.0583422961,-8606.69512941689,-8069.22030471007,-39848.8281954763,29299.3890507559,1521.92352822408,93.4565442268903,385.856407880158,294.974735690974,179.744153795497,3215.07865506417,205.217786493457,72.3561635513424,604.613589012819,12.2088643385765,2823.14253991779,,,1046.43657695722,-830.354512378549,
202304,2023-04-30 00:00:00,Other,,2024LRP,5397.82275452441,62074.9616770307,-698173.374432855,-76315.3251540426,-106887.377657384,170631.137166593,8858.67732489861,-42817.1615378701,993.533677179813,1737.75725486048,10894.5012826666,669.387783813205,42.7268798178642,285.213419336734,5597.92090170542,275.548071982944,486.685275792225,,,920.271846157243,-38608.0049198193,
202304,2023-04-30 00:00:00,Sales Operations,,2024LRP,204.082237623832,2346.94573267407,-15777.2864967478,-28708.5364076486,-54965.9669623839,84550.0688170968,310.850576299469,-41890.9998555416,665.677460577148,342.501338367634,494.951154151062,25.0950715496812,1.60181307763923,9.39573474665743,7413.98680805207,6.45455153192284,34.4143422741586,,,32.0099794670258,-3506.06937419023,
202304,2023-04-30 00:00:00,Inbound,,2024LRP,172655.666976192,1985540.17022621,-48682.0308687252,-3840.1460541081,-355916.6,316990.951933817,236422.649774132,-70241.4999999999,3670,213.34144745045,1570.38809253952,21698.96,1385.04,3654.13678167129,11122.4895415374,14335,8223.38088973865,,,42983.9707909093,-14420.4934185776,
202304,2023-04-30 00:00:00,Retail,,2024LRP,138652.670166115,1594505.70691033,-744435.763503438,-793513.529616141,-2417427.9186625,329478.480318658,70269.1653117928,7178.91445270503,20062.9754271942,10043.438112659,22024.6222658767,17406.7754247884,1111.070771795,8137.4220930164,10485.8941651759,4275.34212151135,9670.91244664878,,,34120.0161850211,-43356.6090823985,
202304,2023-04-30 00:00:00,Retention,,2024LRP,16395.7084813557,188550.647535591,-2330441,-1092637.84498811,-4802126.92542264,1107559.53,33037.6902813435,-14646.1532268948,44145,14491.2181032905,78997.9999999999,1682.52903629633,107.395470401894,2323.3256175347,20259,1464.61532268948,664.677320303896,,,6219.56677190606,-81960.296789554,
202304,2023-04-30 00:00:00,Outbound,,2024LRP,747.189073679579,8592.67434731516,-45819.8844595893,-2348.19013713673,-2891.76991644094,12460.2857517384,687.019007660559,3513.74643822163,23.8819447193232,43.4656220568856,1280.55025945401,286.519004502221,18.2884470958864,119.061427147378,987.43359683697,136.51461965191,33.878093121773,,,610.072549842139,-169.866567509764,
202304,2023-04-30 00:00:00,Online,Cox.com,2024LRP,213997.485880917,2460971.08763055,-1317762.46913394,-348140.811107081,-206486.361513729,680855.553438116,98799.3430745721,-65608.0832126254,2233.1323542042,4554.47157605796,37951,39044.5723462854,2492.20674550758,1440.31208397035,18188,11571.0905136906,4251.15044970413,,,,-22299.0855335064,
202304,2023-04-30 00:00:00,Field Sales,,2024LRP,10742.1612134755,123534.853954968,-1668.60119601429,-556.050108691814,-29642.1876996343,3080.37843643808,2828.17842991007,2732.59569389852,353.634873682437,8.60952597984927,54.1242328591045,2931.66648756558,187.127648142484,40.7312640899032,102.690427097629,431.759506922207,811.710796060822,,,3967.23928674913,-4479.61212335822,
202304,2023-04-30 00:00:00,Care,,2024LRP,5666.82327845519,65168.4677022347,-137284.195011243,-34450.6026595815,-50767.8039985614,441148.710407123,16416.0720816661,-287.959199275949,363.662171328987,493.648720466903,6018.59051473769,647.12292744188,41.3057187728861,242.758277385353,22711.3377450463,23.079861795206,292.24246720506,,,792.069995451836,-1634.4660442984,
202304,2023-04-30 00:00:00,Field Sales,,2024LRP,35378.76014436,406855.74166014,-12161.380746016,-2739.88358155427,-85744.7782299423,20192.056295863,11264.4380806642,-5114.90838286442,931.402232321491,42.320382804853,242.34389148982,4863.88139180904,310.46051437079,148.316772560599,445.739214404616,1715.41536486519,2329.860771347,,,8147,-2888.14163440915,
202304,2023-04-30 00:00:00,Retail,,2024LRP,12132.9997492663,139529.497116563,-59923.9905221266,-54689.6708988929,-181923.340626552,17990.1751892058,222.829314850769,-1845.52250478327,1687.49332675335,794.757803329048,1874.56089055955,1463.06950364641,93.3874151263665,635.390625618685,635.178577642112,416.509720617657,,,,3662.88,,
202305,2023-05-31 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,15632.1009819258,,
202305,2023-05-31 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,43918.7599016011,,
202305,2023-05-31 00:00:00,Lead Referral,,2024LRP,9924.4714572758,114131.421758672,-17859.1976744775,-6448.25210899606,-69432.1696174173,29326.8575616088,1646.33132780146,284.687439280168,716.029853775147,527.000000000001,380,3833.92967579748,244.718915476435,110.930163404255,673.842503844607,15.3303152998169,3033.63574792995,,,1089.61478522973,-880.508540655605,
202305,2023-05-31 00:00:00,Other,,2024LRP,4492.77784685189,51666.9452387967,-678792.8,-95676.8480416718,-123881.160262887,134604.701703265,8520.71677014888,-55845.2048860426,1149.38052535234,2134,10316,645.936674095507,41.2300004741812,274.954242085987,4621.86699830676,388.370680342321,514.057108781924,,,1013.45622815888,-40939.9570458127,
202305,2023-05-31 00:00:00,Sales Operations,,2024LRP,245.050249228671,2818.07786612972,-16996.072228845,-22639.0427665606,-66002.1415688607,75017.3577713957,351.536913952768,-44307.4620116302,801.580863368359,279.827511428896,513,28.9058213920284,1.84505242927841,9.58822750995895,6533.20562568117,5.93171338115273,36.9694597973652,,,33.3307795906652,-3717.83856423263,
202305,2023-05-31 00:00:00,Inbound,,2024LRP,189238.609425006,2176244.00838758,-56821.6348629194,-5042.26281535031,-533190.948394822,303140.754564589,267268.134978342,-94544.2116928649,5616.38688323022,227.938382610264,1778.454925287,23264.06,1484.94,3938.41935888348,10122.7250972384,19211.4160189551,8681.35875809298,,,46357.467197326,-15291.5019142293,
202305,2023-05-31 00:00:00,Retail,,2024LRP,146826.07409184,1688499.85205616,-744525.57,-766994.569405421,-3141427.16275509,296767.994899025,63719.8076372214,8714.32674568053,26019.4249298264,9516.99999999999,21327,18935.422792,1208.644008,8485.16082660003,9379.55779623765,5528.94018293905,10340.2039034707,,,36634.2861582302,-45975.3804210247,
202305,2023-05-31 00:00:00,Retention,,2024LRP,18580.6565421455,213677.550234674,-2030160,-589386.2,-4941847.90514872,1082530.02,36416.1770773279,-23680.069900691,46949,7423,67672,1838.50706838072,117.351515003025,2444.03873002201,18546,1816.69506187431,703.352122574992,,,6148.38571294771,-86910.7594913274,
202305,2023-05-31 00:00:00,Outbound,,2024LRP,754.949858562178,8681.92337346507,-65209.68,-1920.09339707426,-3261.24606204661,11540.8714032516,389.630266327434,2518.91256991026,31.0504739227521,34.6333186856294,1692,307.955438740872,19.6567301323961,118.739380871677,806.692724399009,198.483863577235,36.413479768612,,,635.245446316208,-180.126634147816,
202305,2023-05-31 00:00:00,Online,Cox.com,2024LRP,228467.06884976,2627371.29177224,-1334202.04,-382138.710141204,-239553.333933438,578383.664168349,103388.718318625,-65824.6447611157,2648.31912562587,4915,38494,41925.473356,2676.094044,1528.70156285595,15375,13739.8325175748,4557.06606054552,,,,-23645.96683508,
202305,2023-05-31 00:00:00,Field Sales,,2024LRP,11632.1325025913,133769.5237798,-1654.25146535759,-451.884849313362,-36576.5857965425,2551.80524336438,2986.83836051505,3113.33513745674,437.597121209633,7.58358168857671,46.9824329837428,3201.4514198963,204.347962972104,39.6404284532598,78.7858318097166,504.003895203963,868.524068260034,,,3739.37806877354,-4750.18401735755,
202305,2023-05-31 00:00:00,Care,,2024LRP,5961.12144658708,68552.8966357516,-165632.87,-29334.9601048778,-65500.2476938001,366422.455024657,15861.6092369991,-388.873647520445,463.290292886979,410.166416346987,6539,666.858890664831,42.5654611062659,235.049820821519,18670.8923789766,29.3862662819276,313.894293996381,,,1357.57049526417,-1733.18900537296,
202305,2023-05-31 00:00:00,Field Sales,,2024LRP,38003.6400438738,437041.860504549,-23291.7,-1965.63516968482,-118518.626641241,15329.0566851468,11504.494574933,-7100.58937395042,1306.23740930228,27.8763130035655,510,5294.29093542217,337.933463963118,153.770108713766,350.082471881866,2279.39166993394,2485.55083526794,,,8523,-3062.58753075934,
202305,2023-05-31 00:00:00,Retail,,2024LRP,13210.2818967118,151918.241812185,-71094.3587742975,-50277.7046960748,-243282.940500762,16754.1905331739,-2627.40551927129,-2936.38446274066,2244.95480696945,710.600367408826,2214,1582.08939797562,100.984429658019,718.218282885735,563.362408532901,562.7263179907,,,,3704.16,,
202306,2023-06-30 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,16556.4815197665,,
202306,2023-06-30 00:00:00,Online,Cox.com,2024LRP,,,,,,,,,,,,,,,,,,,,46515.829031725,,
202306,2023-06-30 00:00:00,Lead Referral,,2024LRP,13904.9107500837,159906.473625962,-9571.2162254112,-6210.39673896211,-87197.3044381063,28858.992671117,2070.7452799153,25.632568366328,882.751928595001,725.526819915112,250.469651831593,5073.53127776926,323.842421985273,116.206899117225,559.26908316293,10.0836425231374,3307.42483316081,,,1147.78696068297,-984.306247418405,
202306,2023-06-30 00:00:00,Other,,2024LRP,3504.43667122393,40301.0217190752,-684329.974462165,-106845.591807692,-119777.507225223,138257.539642469,9305.92409477342,-52313.0328966265,1114.03486877543,2296.66297616181,10400.1515875709,621.870423067172,39.6938567915217,296.994291255109,4693.16836872657,374.108740966165,542.603293747167,,,1009.40281385645,-45766.1154078415,
202306,2023-06-30 00:00:00,Sales Operations,,2024LRP,304.145459281819,3497.67278174092,-13687.4327271096,-29541.0917518696,-71021.0592577641,75821.5619879441,527.516368053001,-41928.5012143525,876.044876152388,363.090590053476,418.190533212433,34.7545935386003,2.21837831097449,13.723838282245,6484.29207018253,4.74266503992151,40.2843503313899,,,35.1102377850882,-4156.1115613285,
202306,2023-06-30 00:00:00,Inbound,,2024LRP,201888.038479867,2321712.44251847,-69381.5791275414,-10446.1480091843,-616360.428783108,343350.456306073,306963.61532601,-78501.0639340301,6799.34284371879,359.768309898397,2171.56742183228,24670.3,1574.7,4378.93887768916,10663.0576492569,16354.3883195896,9240.22580299957,,,49282.9499887924,-17094.1225117241,
202306,2023-06-30 00:00:00,Retail,,2024LRP,155327.626084214,1786267.69996846,-794446.805556746,-878420.142746605,-3454312.11310974,313208.794480651,66284.0057304424,11736.3575124557,28957.7038064531,10851.6674917636,22756.9981540174,20031.825337389,1278.62714919504,9646.70048154502,9998.14665424025,4538.22056047795,11073.3674032807,,,38192.8359677696,-51395.133705526,
202306,2023-06-30 00:00:00,Retention,,2024LRP,19234.8144505856,221200.366181734,-2462063.5435708,-1092950.72589213,-5942959.75950002,796728.663927486,33488.4557370906,-18258.4205484783,55427,13624.4169271021,74203.2412167209,2072.20123772659,132.268164110208,2654.16828897055,15052.4969568767,1557.70865369221,745.042378434702,,,7131.58670911402,-97156.131468635,
202306,2023-06-30 00:00:00,Outbound,,2024LRP,732.2539770406,8420.92073596689,-43687.5425946818,-1762.68639942941,-308.274907913896,12747.7840450407,-60.3158455726604,1535.09546294437,4.60703371744233,31.293117438935,1133.56363764094,303.820336076886,19.3927874091629,147.228107515673,800.943025749285,168.869118475838,39.718735412993,,,669.159826021681,-201.360649138203,
202306,2023-06-30 00:00:00,Online,Cox.com,2024LRP,254221.432097408,2923546.4691202,-1614273.96404401,-405271.738298948,-256753.975123379,786143.663408108,120038.503087266,-53155.6398076556,2898.28674165588,5133.88821802587,46574.5517612236,46651.5981125184,2977.76158165011,1731.06272611488,20287.5784105318,11586.4657936493,4927.85307606723,,,,-26433.4436377957,
