metric_id,metrics,operating_system_type,display_names,feature_name,unique_identifier,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,level_no,feature_id,parent_id,create_dt
356,DR_Server Errors,Google Android,Server Errors,OVER ALL,OA,,Server Errors,,,,Google Android_OA_1.2,Google Android_OA_1,120,2,9,351,1/3/2025
357,DR_Overall Chat,Google Android,Visits to Chat,OVER ALL,OA,,Visits to Chat,,,,Google Android_OA_1.3,Google Android_OA_1,121,2,9,351,1/3/2025
358,DR_continuing chat from new chat page,Google Android,Continuing chat from new chat page,OVER ALL,OA,,,,,,,,122,1,9,,1/3/2025
359,DR_Message Us,Google Android,Visits to Chat (Bot),OVER ALL,OA,,Visits to Chat (Bot),,,,Google Android_OA_1.4,Google Android_OA_1,123,2,9,351,1/3/2025
360,DR_Agent Chat,Google Android,Visits to Agent Chat (Skip bot),OVER ALL,OA,,Visits to Agent Chat (Skip bot),,,,Google Android_OA_1.5,Google Android_OA_1,124,2,9,351,1/3/2025
361,DR_Self Service Initiated,Google Android,Visits to Self Service Features,OVER ALL,OA,,Visits to Self Service Features,,,,Google Android_OA_1.6,Google Android_OA_1,125,2,9,351,1/3/2025
362,DR_CoxApp | Visits with Chat and No Self Service Initiated,Google Android,Visits with Chat but No Self Service,OVER ALL,OA,,Visits with Chat but No Self Service,,,,Google Android_OA_1.7,Google Android_OA_1,126,2,9,351,1/3/2025
363,DR_CoxApp | Visits with No Self Service and No Chat,Google Android,Visits with Neither Self Service nor Chat,OVER ALL,OA,,Visits with Neither Self Service nor Chat,,,,Google Android_OA_1.8,Google Android_OA_1,127,2,9,351,1/3/2025
364,DR_CoxApp | Visits not logged in,Google Android,Not Logged-in Visits,OVER ALL,OA,,Not Logged-in Visits,,,,Google Android_OA_1.9,Google Android_OA_1,128,2,9,351,1/3/2025
365,DR_Native Registration Home Page,Google Android,Visits to Registration Home Page,RE GISTRATION (NATIVE),RG(,Visits to Registration Home Page,,,,,Google Android_RG(_1,,129,1,10,,1/3/2025
366,DR_Native Registration Confirmation,Google Android,New Registrations,RE GISTRATION (NATIVE),RG(,,New Registrations,,,,Google Android_RG(_1.1,Google Android_RG(_1,130,2,10,365,1/3/2025
367,DR_Native Registration - Already Registered,Google Android,Already Registered,RE GISTRATION (NATIVE),RG(,,Already Registered,,,,Google Android_RG(_1.2,Google Android_RG(_1,131,2,10,365,1/3/2025
368,DR_Native Registration - Did not Registered,Google Android,Did not Register,RE GISTRATION (NATIVE),RG(,,Did not Register,,,,Google Android_RG(_1.3,Google Android_RG(_1,132,2,10,365,1/3/2025
369,DR_Native Registration - Server Form Errors,Google Android,Reg_native Server Errors,RE GISTRATION (NATIVE),RG(,,Reg_native Server Errors,,,,Google Android_RG(_1.4,Google Android_RG(_1,133,2,10,365,1/3/2025
370,DR_CoxApp | Chat from Registration Flow,Google Android,Reg_native Interacted with Chat,RE GISTRATION (NATIVE),RG(,,Reg_native Interacted with Chat,,,,Google Android_RG(_1.5,Google Android_RG(_1,134,2,10,365,1/3/2025
371,DR_Native Registration - Intent to Register,Google Android,Intent to Register,RE GISTRATION (NATIVE),RG(,Intent to Register,,,,,Google Android_RG(_2,,135,1,10,,1/3/2025
372,DR_Native Registration Success,Google Android,Funnel Success Rate,RE GISTRATION (NATIVE),RG(,,Funnel Success Rate,,,,Google Android_RG(_2.1,Google Android_RG(_2,136,2,10,371,1/3/2025
373,DR_Native Registration - Phone Lookup,Google Android,Phone Lookup,RE GISTRATION (NATIVE),RG(,Phone Lookup,,,,,Google Android_RG(_3,,137,1,10,,1/3/2025
374,DR_Native Registration - Phone Lookup Success,Google Android,Phone Lookup Success Rate,RE GISTRATION (NATIVE),RG(,,Phone Lookup Success Rate,,,,Google Android_RG(_3.1,Google Android_RG(_3,138,2,10,373,1/3/2025
375,DR_Native Registration - Email Lookup,Google Android,Email Lookup,RE GISTRATION (NATIVE),RG(,Email Lookup,,,,,Google Android_RG(_4,,139,1,10,,1/3/2025
376,DR_Native Registration - Email Lookup Success,Google Android,Email Lookup Success Rate,RE GISTRATION (NATIVE),RG(,,Email Lookup Success Rate,,,,Google Android_RG(_4.1,Google Android_RG(_4,140,2,10,375,1/3/2025
377,DR_Reset Modem - Home Page,Google Android,Reset Modem Start Page Visits,RESET MODEM,RM,Reset Modem Start Page Visits,,,,,Google Android_RM_1,,141,1,11,,1/3/2025
378,DR_Reset Modem - Started Rebooting Process,Google Android,Started Reset Process,RESET MODEM,RM,,Started Reset Process,,,,Google Android_RM_1.1,Google Android_RM_1,142,2,11,377,1/3/2025
379,DR_Reset Modem - Rebooting Complete,Google Android,Reset Process Complete,RESET MODEM,RM,,,Reset Process Complete,,,Google Android_RM_1.1.1,Google Android_RM_1.1,143,3,11,378,1/3/2025
380,DR_Reset Modem - Rebooting Incomplete,Google Android,Reset Process Incomplete,RESET MODEM,RM,,,Reset Process Incomplete,,,Google Android_RM_1.1.2,Google Android_RM_1.1,144,3,11,378,1/3/2025
381,DR_Reset Modem - Agent Chat,Google Android,Reset_Modem Interacted with Chat,RESET MODEM,RM,,,Reset_Modem Interacted with Chat,,,Google Android_RM_1.1.3,Google Android_RM_1.1,145,3,11,378,1/3/2025
382,DR_Reset Modem - Error Outage,Google Android,Error Outage,RESET MODEM,RM,,Error Outage,,,,Google Android_RM_1.2,Google Android_RM_1,146,2,11,377,1/3/2025
383,DR_Reset Modem Error - Non Pay,Google Android,Non Pay Error,RESET MODEM,RM,,Non Pay Error,,,,Google Android_RM_1.3,Google Android_RM_1,147,2,11,377,1/3/2025
384,DR_Reset Modem Error -DMCA,Google Android,DMCA Error,RESET MODEM,RM,,DMCA Error,,,,Google Android_RM_1.4,Google Android_RM_1,148,2,11,377,1/3/2025
385,DR_Reset Tvbox - Home Page,Google Android,Reset TV Box Start Page Visits,RESET TV BOX,RTB,Reset TV Box Start Page Visits,,,,,Google Android_RTB_1,,149,1,12,,1/3/2025
386,DR_Reset Tvbox - Rebooting,Google Android,Reset_TV Started Reset Process,RESET TV BOX,RTB,,Reset_TV Started Reset Process,,,,Google Android_RTB_1.1,Google Android_RTB_1,150,2,12,385,1/3/2025
387,DR_Reset Tvbox - Complete,Google Android,Reset_TV Process Complete,RESET TV BOX,RTB,,,Reset_TV Process Complete,,,Google Android_RTB_1.1.1,Google Android_RTB_1.1,151,3,12,386,1/3/2025
388,DR_Reset Tvbox - Incomplete,Google Android,Reset_TV Process Incomplete,RESET TV BOX,RTB,,,Reset_TV Process Incomplete,,,Google Android_RTB_1.1.2,Google Android_RTB_1.1,152,3,12,386,1/3/2025
389,DR_Reset Tvbox - Agent Chat,Google Android,Reset_TV Interacted with Chat,RESET TV BOX,RTB,,,Reset_TV Interacted with Chat,,,Google Android_RTB_1.1.3,Google Android_RTB_1.1,153,3,12,386,1/3/2025
390,DR_Reset Tvbox - Error Outage,Google Android,Reset_TV Error Outage,RESET TV BOX,RTB,,Reset_TV Error Outage,,,,Google Android_RTB_1.2,Google Android_RTB_1,154,2,12,385,1/3/2025
391,DR_Reset Tvbox Error - Non Pay,Google Android,Reset_TV Non Pay Error,RESET TV BOX,RTB,,Reset_TV Non Pay Error,,,,Google Android_RTB_1.3,Google Android_RTB_1,155,2,12,385,1/3/2025
392,DR_Reset Tvbox Error - DMCA,Google Android,Reset_TV DMCA Error,RESET TV BOX,RTB,,Reset_TV DMCA Error,,,,Google Android_RTB_1.4,Google Android_RTB_1,156,2,12,385,1/3/2025
393,DR_Alert Type Visits,Google Android,Visits with Service Alert,SERVICE ALERT,SA,Visits with Service Alert,,,,,Google Android_SA_1,,157,1,13,,1/3/2025
394,DR_Outage Alert,Google Android,Service_alert Outage,SERVICE ALERT,SA,,Service_alert Outage,,,,Google Android_SA_1.1,Google Android_SA_1,158,2,13,393,1/3/2025
395,Dr_Campaign Rolloff Alert,Google Android,Service_alert Campaign Rolloff,SERVICE ALERT,SA,,Service_alert Campaign Rolloff,,,,Google Android_SA_1.2,Google Android_SA_1,159,2,13,393,1/3/2025
396,Dr_NonPay Suspension Alert,Google Android,Service_alert NonPay Suspension,SERVICE ALERT,SA,,Service_alert NonPay Suspension,,,,Google Android_SA_1.3,Google Android_SA_1,160,2,13,393,1/3/2025
397,Dr_Network Construction Alert,Google Android,Service_alert Network Construction,SERVICE ALERT,SA,,Service_alert Network Construction,,,,Google Android_SA_1.4,Google Android_SA_1,161,2,13,393,1/3/2025
398,Dr_DMCA Termination Alert,Google Android,Service_alert DMCA Termination,SERVICE ALERT,SA,,Service_alert DMCA Termination,,,,Google Android_SA_1.5,Google Android_SA_1,162,2,13,393,1/3/2025
399,server:error:CC-EACCES,Google Android,,SERVER ERRORS,SE,,,,,,,,163,1,14,,1/3/2025
400,server:error:CC-INVALID_CREDS,Google Android,,SERVER ERRORS,SE,,,,,,,,164,1,14,,1/3/2025
401,server:error:CC-INTERNAL_ERROR,Google Android,,SERVER ERRORS,SE,,,,,,,,165,1,14,,1/3/2025
402,server:error:CC-TOKEN_EXPIRED,Google Android,,SERVER ERRORS,SE,,,,,,,,166,1,14,,1/3/2025
403,server:error:null,Google Android,,SERVER ERRORS,SE,,,,,,,,167,1,14,,1/3/2025
404,server:error:unable_to_retrieve_data_usage_information_at_this_time,Google Android,,SERVER ERRORS,SE,,,,,,,,168,1,14,,1/3/2025
405,server:error:CC-ACCOUNT_NOT_FOUND,Google Android,,SERVER ERRORS,SE,,,,,,,,169,1,14,,1/3/2025
406,server:error:CC-USERNAME-ALREADY-EXISTS,Google Android,,SERVER ERRORS,SE,,,,,,,,170,1,14,,1/3/2025
407,server:error:CC-INVALID_ZIPCODE,Google Android,,SERVER ERRORS,SE,,,,,,,,171,1,14,,1/3/2025
408,server:error:CC-INVALID_CVV,Google Android,,SERVER ERRORS,SE,,,,,,,,172,1,14,,1/3/2025
409,server:error:CC-INVALID_CARD_NUMBER,Google Android,,SERVER ERRORS,SE,,,,,,,,173,1,14,,1/3/2025
410,server:error:CC-DUPLICATE_PAYMENT,Google Android,,SERVER ERRORS,SE,,,,,,,,174,1,14,,1/3/2025
411,server:error:CC-PASSWORD_DENIED,Google Android,,SERVER ERRORS,SE,,,,,,,,175,1,14,,1/3/2025
412,server:error:CC-CURRENT_PIN_INVALID,Google Android,,SERVER ERRORS,SE,,,,,,,,176,1,14,,1/3/2025
413,server:error:CC-PASSWORD_EXPIRED,Google Android,,SERVER ERRORS,SE,,,,,,,,177,1,14,,1/3/2025
414,server:error:CC-PAYMENT_METHOD_RESTRICTED,Google Android,,SERVER ERRORS,SE,,,,,,,,178,1,14,,1/3/2025
415,server:error:MappingTemplate,Google Android,,SERVER ERRORS,SE,,,,,,,,179,1,14,,1/3/2025
416,server:error:CC-ICOMS_API_ERROR,Google Android,,SERVER ERRORS,SE,,,,,,,,180,1,14,,1/3/2025
417,DR_SmartHelp - Landing Page,Google Android,Devices Page Visits,SMART HELP,SH,Devices Page Visits,,,,,Google Android_SH_1,,181,1,15,,1/3/2025
418,DR_SmartHelp - Started,Google Android,Started Troubleshooting (Solution Center),SMART HELP,SH,,Started Troubleshooting (Solution Center),,,,Google Android_SH_1.1,Google Android_SH_1,182,2,15,417,1/3/2025
419,DR_SmartHelp - Result,Google Android,Saw a Result,SMART HELP,SH,,,Saw a Result,,,Google Android_SH_1.1.1,Google Android_SH_1.1,183,3,15,418,1/3/2025
420,DR_SmartHelp Result - Unknown,Google Android,1st common reason (Unknown),SMART HELP,SH,,,,1st common reason (Unknown),,Google Android_SH_1.1.1.1,Google Android_SH_1.1.1,184,4,15,419,1/3/2025
421,DR_SmartHelp Result - Disconnected,Google Android,2nd common reason (Disconnected),SMART HELP,SH,,,,2nd common reason (Disconnected),,Google Android_SH_1.1.1.2,Google Android_SH_1.1.1,185,4,15,419,1/3/2025
422,DR_SmartHelp Result - Incomplete Install,Google Android,3rd common reason (Incomplete Install),SMART HELP,SH,,,,3rd common reason (Incomplete Install),,Google Android_SH_1.1.1.3,Google Android_SH_1.1.1,186,4,15,419,1/3/2025
423,DR_SmartHelp - Reboot Flow Started,Google Android,Did a Device Reboot,SMART HELP,SH,,Did a Device Reboot,,,,Google Android_SH_1.2,Google Android_SH_1,187,2,15,417,1/3/2025
424,DR_SmartHelp - P&P,Google Android,Started Proactive and Preventive (P&P),SMART HELP,SH,,Started Proactive and Preventive (P&P),,,,Google Android_SH_1.3,Google Android_SH_1,188,2,15,417,1/3/2025
425,DR_Smarthelp P&P - Let's troubleshoot together,Google Android,Started P&P troubleshooting,SMART HELP,SH,,,Started P&P troubleshooting,,,Google Android_SH_1.3.1,Google Android_SH_1.3,189,3,15,424,1/3/2025
426,DR_Smarthelp P&P - Reset Complete,Google Android,Smarthelp Reset Complete,SMART HELP,SH,,,Smarthelp Reset Complete,,,Google Android_SH_1.3.2,Google Android_SH_1.3,190,3,15,424,1/3/2025
427,DR_Smarthelp P&P - Let's schedule a technician visit,Google Android,Schedule Tech,SMART HELP,SH,,,Schedule Tech,,,Google Android_SH_1.3.3,Google Android_SH_1.3,191,3,15,424,1/3/2025
428,DR_Smarthelp P&P - Connect with a support agent,Google Android,Connect with Agent,SMART HELP,SH,,,Connect with Agent,,,Google Android_SH_1.3.4,Google Android_SH_1.3,192,3,15,424,1/3/2025
429,DR_Smarthelp P&P - Interacted with Chat Agent,Google Android,Smarthelp_P&P Interacted with Chat,SMART HELP,SH,,,Smarthelp_P&P Interacted with Chat,,,Google Android_SH_1.3.5,Google Android_SH_1.3,193,3,15,424,1/3/2025
430,DR_SmartHelp - Billing & Account Support,Google Android,Clicked Billing & Account Support,SMART HELP,SH,,Clicked Billing & Account Support,,,,Google Android_SH_1.4,Google Android_SH_1,194,2,15,417,1/3/2025
431,DR_SmartHelp - Internet Support,Google Android,Clicked Internet Support,SMART HELP,SH,,Clicked Internet Support,,,,Google Android_SH_1.5,Google Android_SH_1,195,2,15,417,1/3/2025
432,DR_SmartHelp - TV Support,Google Android,Clicked TV Support,SMART HELP,SH,,Clicked TV Support,,,,Google Android_SH_1.6,Google Android_SH_1,196,2,15,417,1/3/2025
433,DR_SmartHelp - Homelife Support,Google Android,Clicked Homelife Support,SMART HELP,SH,,Clicked Homelife Support,,,,Google Android_SH_1.7,Google Android_SH_1,197,2,15,417,1/3/2025
434,DR_SmartHelp - Agent Chat,Google Android,Smarthelp_Interacted with Chat,SMART HELP,SH,,Smarthelp_Interacted with Chat,,,,Google Android_SH_1.8,Google Android_SH_1,198,2,15,417,1/3/2025
435,DR_Support Home,Google Android,Support Home Visits,S UPPORT,SU,Support Home Visits,,,,,Google Android_SU_1,,199,1,16,,1/3/2025
436,DR_Support - Internet,Google Android,Support Internet Support,S UPPORT,SU,,Support Internet Support,,,,Google Android_SU_1.1,Google Android_SU_1,200,2,16,435,1/3/2025
437,DR_Support - Billing and Account,Google Android,Billing & Account Support,S UPPORT,SU,,Billing & Account Support,,,,Google Android_SU_1.2,Google Android_SU_1,201,2,16,435,1/3/2025
438,DR_Support - Billing,Google Android,Billing Support,S UPPORT,SU,,Billing Support,,,,Google Android_SU_1.3,Google Android_SU_1,202,2,16,435,1/3/2025
439,DR_Support - Account,Google Android,Account Support,S UPPORT,SU,,Account Support,,,,Google Android_SU_1.4,Google Android_SU_1,203,2,16,435,1/3/2025
440,DR_Support - TV,Google Android,Support TV Support,S UPPORT,SU,,Support TV Support,,,,Google Android_SU_1.5,Google Android_SU_1,204,2,16,435,1/3/2025
441,DR_Support - Homelife,Google Android,Support Homelife Support,S UPPORT,SU,,Support Homelife Support,,,,Google Android_SU_1.6,Google Android_SU_1,205,2,16,435,1/3/2025
442,DR_Support - Mobile,Google Android,Support Mobile Support,S UPPORT,SU,,Support Mobile Support,,,,Google Android_SU_1.7,Google Android_SU_1,206,2,16,435,1/3/2025
443,DR_Support - Read an Article,Google Android,Read an Article,S UPPORT,SU,,Read an Article,,,,Google Android_SU_1.8,Google Android_SU_1,207,2,16,435,1/3/2025
444,DR_Support - Search,Google Android,Support Search,S UPPORT,SU,,Support Search,,,,Google Android_SU_1.9,Google Android_SU_1,208,2,16,435,1/3/2025
445,DR_Support - Click on Exit Link,Google Android,Went to External Link,S UPPORT,SU,,Went to External Link,,,,Google Android_SU_1.10,Google Android_SU_1,209,2,16,435,1/3/2025
446,DR_Support - App Feedback,Google Android,App Feedback,S UPPORT,SU,,App Feedback,,,,Google Android_SU_1.11,Google Android_SU_1,210,2,16,435,1/3/2025
447,DR_Support - Agent chat started,Google Android,Support Interacted with Chat,S UPPORT,SU,,Support Interacted with Chat,,,,Google Android_SU_1.12,Google Android_SU_1,211,2,16,435,1/3/2025
448,DR_TSV Enrollment Home Page,Google Android,Visits to TSV Home Page,TWO-STEP VERIFICATION,TV,Visits to TSV Home Page,,,,,Google Android_TV_1,,212,1,17,,1/3/2025
449,DR_TSV | Intent to Enrollment,Google Android,TSV Enrollment Page,TWO-STEP VERIFICATION,TV,,TSV Enrollment Page,,,,Google Android_TV_1.1,Google Android_TV_1,213,2,17,448,1/3/2025
450,DR_TSV Enrollment - Success,Google Android,TSV Overall Success Rate,TWO-STEP VERIFICATION,TV,,TSV Overall Success Rate,,,,Google Android_TV_1.2,Google Android_TV_1,214,2,17,448,1/3/2025
451,DR_TSV Enrollment - Update,Google Android,TSV Update,TWO-STEP VERIFICATION,TV,,TSV Update,,,,Google Android_TV_1.3,Google Android_TV_1,215,2,17,448,1/3/2025
452,DR_TSV Enrollment - Server Errors,Google Android,TSV Server Errors,TWO-STEP VERIFICATION,TV,,TSV Server Errors,,,,Google Android_TV_1.4,Google Android_TV_1,216,2,17,448,1/3/2025
453,DR_TSV Enrollment - Phone text,Google Android,TSV Phone Text,TWO-STEP VERIFICATION,TV,TSV Phone Text,,,,,Google Android_TV_2,,217,1,17,,1/3/2025
454,DR_TSV Enrollment - Phone text Success,Google Android,TSV Text Success Rate,TWO-STEP VERIFICATION,TV,,TSV Text Success Rate,,,,Google Android_TV_2.1,Google Android_TV_2,218,2,17,453,1/3/2025
455,DR_TSV Enrollment - Phone call,Google Android,TSV Phone Call,TWO-STEP VERIFICATION,TV,TSV Phone Call,,,,,Google Android_TV_3,,219,1,17,,1/3/2025
456,DR_TSV Enrollment - Phone call Success,Google Android,TSV Call Success Rate,TWO-STEP VERIFICATION,TV,,TSV Call Success Rate,,,,Google Android_TV_3.1,Google Android_TV_3,220,2,17,455,1/3/2025
457,DR_TSV Enrollment - Email,Google Android,TSV Email Text,TWO-STEP VERIFICATION,TV,TSV Email Text,,,,,Google Android_TV_4,,221,1,17,,1/3/2025
458,DR_TSV Enrollment - Email Success,Google Android,TSV Email Success Rate,TWO-STEP VERIFICATION,TV,,TSV Email Success Rate,,,,Google Android_TV_4.1,Google Android_TV_4,222,2,17,457,1/3/2025
459,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_b,Google Android,,U R L,URL,,,,,,,,223,1,18,,1/3/2025
460,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_2,Google Android,,U R L,URL,,,,,,,,224,1,18,,1/3/2025
461,www.cox.com/residential/refer-a-friend.html?&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_extole,Google Android,,U R L,URL,,,,,,,,225,1,18,,1/3/2025
462,www.cox.com/mobile-shop/check-device-compatibility.html&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mob,Google Android,,U R L,URL,,,,,,,,226,1,18,,1/3/2025
463,www.cox.com/residential/move.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_inapp,Google Android,,U R L,URL,,,,,,,,227,1,18,,1/3/2025
